data_label,respondent_id,department,tenure_band,location,role_level,business_unit,construct,score
SYNTHETIC DATA,R00292,Operations,5-10 years,Remote,Individual contributor,BU11,credibility,3.125
SYNTHETIC DATA,R00293,Supply Chain,<1 year,Remote,Senior manager,BU10,credibility,4.375
SYNTHETIC DATA,R00294,HR,<1 year,Chennai,Team lead,BU09,credibility,3.4285714285714284
SYNTHETIC DATA,R00296,Sales,1-3 years,Chennai,Individual contributor,BU13,credibility,1.625
SYNTHETIC DATA,R00297,Operations,1-3 years,Chennai,Team lead,BU05,credibility,3.5
SYNTHETIC DATA,R00298,Sales,<1 year,Pune,Individual contributor,BU05,credibility,4.875
SYNTHETIC DATA,R00299,Operations,1-3 years,Hamburg,Individual contributor,BU03,credibility,3.25
SYNTHETIC DATA,R00300,Supply Chain,<1 year,Pune,Team lead,BU18,credibility,3.875
SYNTHETIC DATA,R00301,Engineering,<1 year,Pune,Individual contributor,BU06,credibility,2.875
SYNTHETIC DATA,R00302,Operations,3-5 years,Rostock,Individual contributor,BU20,credibility,1.1666666666666667
SYNTHETIC DATA,R00303,HR,<1 year,Hamburg,Individual contributor,BU11,credibility,2.75
SYNTHETIC DATA,R00304,Operations,5-10 years,Hamburg,Manager,BU17,credibility,4.142857142857143
SYNTHETIC DATA,R00305,Service,5-10 years,Remote,Team lead,BU24,credibility,2.0
SYNTHETIC DATA,R00306,Engineering,<1 year,Hamburg,Manager,BU18,credibility,3.375
SYNTHETIC DATA,R00308,Service,5-10 years,Rostock,Individual contributor,BU12,credibility,2.0
SYNTHETIC DATA,R00309,Engineering,3-5 years,Pune,Senior manager,BU19,credibility,4.125
SYNTHETIC DATA,R00310,HR,3-5 years,Hamburg,Team lead,BU07,credibility,4.125
SYNTHETIC DATA,R00311,Finance,5-10 years,Pune,Individual contributor,BU12,credibility,2.625
SYNTHETIC DATA,R00312,Engineering,10+ years,Hamburg,Team lead,BU21,credibility,4.875
SYNTHETIC DATA,R00313,Sales,<1 year,Remote,Individual contributor,BU17,credibility,3.875
SYNTHETIC DATA,R00314,Supply Chain,1-3 years,Chennai,Individual contributor,BU08,credibility,4.25
SYNTHETIC DATA,R00315,Sales,5-10 years,Hamburg,Senior manager,BU10,credibility,3.5
SYNTHETIC DATA,R00316,Operations,1-3 years,Hamburg,Individual contributor,BU02,credibility,3.625
SYNTHETIC DATA,R00317,Engineering,1-3 years,Pune,Individual contributor,BU02,credibility,4.625
SYNTHETIC DATA,R00318,Operations,5-10 years,Remote,Team lead,BU03,credibility,3.75
SYNTHETIC DATA,R00319,Supply Chain,1-3 years,Rostock,Manager,BU20,credibility,2.75
SYNTHETIC DATA,R00320,Operations,5-10 years,Remote,Individual contributor,BU17,credibility,1.75
SYNTHETIC DATA,R00321,Sales,1-3 years,Chennai,Individual contributor,BU07,credibility,2.125
SYNTHETIC DATA,R00322,HR,1-3 years,Hamburg,Team lead,BU03,credibility,4.0
SYNTHETIC DATA,R00323,Finance,<1 year,Pune,Individual contributor,BU06,credibility,4.375
SYNTHETIC DATA,R00324,Sales,3-5 years,Remote,Team lead,BU13,credibility,4.5
SYNTHETIC DATA,R00325,Engineering,1-3 years,Aarhus,Individual contributor,BU11,credibility,3.875
SYNTHETIC DATA,R00326,HR,5-10 years,Remote,Individual contributor,BU14,credibility,2.75
SYNTHETIC DATA,R00327,Operations,1-3 years,Rostock,Team lead,BU20,credibility,1.25
SYNTHETIC DATA,R00328,HR,5-10 years,Aarhus,Individual contributor,BU05,credibility,4.5
SYNTHETIC DATA,R00329,Sales,5-10 years,Hamburg,Individual contributor,BU04,credibility,2.625
SYNTHETIC DATA,R00330,Finance,3-5 years,Hamburg,Individual contributor,BU19,credibility,2.875
SYNTHETIC DATA,R00331,Engineering,1-3 years,Chennai,Individual contributor,BU07,credibility,2.5
SYNTHETIC DATA,R00332,Engineering,3-5 years,Hamburg,Individual contributor,BU06,credibility,1.625
SYNTHETIC DATA,R00333,Supply Chain,5-10 years,Chennai,Individual contributor,BU23,credibility,2.75
SYNTHETIC DATA,R00334,HR,5-10 years,Rostock,Individual contributor,BU10,credibility,3.75
SYNTHETIC DATA,R00335,Supply Chain,1-3 years,Rostock,Individual contributor,BU02,credibility,2.625
SYNTHETIC DATA,R00336,Service,1-3 years,Rostock,Team lead,BU10,credibility,3.0
SYNTHETIC DATA,R00337,Engineering,5-10 years,Hamburg,Individual contributor,BU22,credibility,4.75
SYNTHETIC DATA,R00338,Operations,5-10 years,Chennai,Individual contributor,BU05,credibility,4.5
SYNTHETIC DATA,R00339,Sales,1-3 years,Rostock,Individual contributor,BU07,credibility,4.25
SYNTHETIC DATA,R00340,Service,5-10 years,Pune,Individual contributor,BU19,credibility,2.2857142857142856
SYNTHETIC DATA,R00341,Engineering,10+ years,Chennai,Team lead,BU24,credibility,2.25
SYNTHETIC DATA,R00342,Service,10+ years,Hamburg,Team lead,BU14,credibility,2.625
SYNTHETIC DATA,R00343,Engineering,10+ years,Hamburg,Individual contributor,BU09,credibility,3.375
SYNTHETIC DATA,R00344,Engineering,10+ years,Remote,Individual contributor,BU18,credibility,2.75
SYNTHETIC DATA,R00345,Engineering,3-5 years,Pune,Individual contributor,BU24,credibility,4.375
SYNTHETIC DATA,R00346,Sales,5-10 years,Chennai,Individual contributor,BU23,credibility,4.0
SYNTHETIC DATA,R00347,Operations,3-5 years,Aarhus,Individual contributor,BU17,credibility,4.375
SYNTHETIC DATA,R00348,Service,<1 year,Aarhus,Individual contributor,BU01,credibility,3.375
SYNTHETIC DATA,R00349,Operations,3-5 years,Aarhus,Manager,BU15,credibility,4.875
SYNTHETIC DATA,R00350,Engineering,5-10 years,Rostock,Individual contributor,BU20,credibility,3.0
SYNTHETIC DATA,R00351,Sales,1-3 years,Pune,Individual contributor,BU08,credibility,4.625
SYNTHETIC DATA,R00352,Operations,<1 year,Chennai,Team lead,BU09,credibility,3.75
SYNTHETIC DATA,R00353,Service,10+ years,Aarhus,Senior manager,BU09,credibility,4.857142857142857
SYNTHETIC DATA,R00354,Service,10+ years,Rostock,Individual contributor,BU24,credibility,3.75
SYNTHETIC DATA,R00355,Service,1-3 years,Pune,Individual contributor,BU15,credibility,3.5
SYNTHETIC DATA,R00356,Service,10+ years,Chennai,Individual contributor,BU03,credibility,3.125
SYNTHETIC DATA,R00357,Engineering,3-5 years,Chennai,Team lead,BU09,credibility,3.2857142857142856
SYNTHETIC DATA,R00358,Engineering,1-3 years,Hamburg,Individual contributor,BU03,credibility,3.875
SYNTHETIC DATA,R00359,Engineering,3-5 years,Remote,Team lead,BU17,credibility,3.625
SYNTHETIC DATA,R00360,Supply Chain,3-5 years,Hamburg,Individual contributor,BU07,credibility,3.625
SYNTHETIC DATA,R00361,Sales,<1 year,Pune,Team lead,BU05,credibility,4.285714285714286
SYNTHETIC DATA,R00363,Service,1-3 years,Rostock,Individual contributor,BU21,credibility,3.0
SYNTHETIC DATA,R00364,Engineering,3-5 years,Chennai,Team lead,BU10,credibility,3.375
SYNTHETIC DATA,R00365,Service,10+ years,Remote,Individual contributor,BU13,credibility,2.375
SYNTHETIC DATA,R00366,Operations,3-5 years,Hamburg,Individual contributor,BU17,credibility,4.75
SYNTHETIC DATA,R00367,Operations,3-5 years,Rostock,Team lead,BU18,credibility,3.625
SYNTHETIC DATA,R00368,Engineering,1-3 years,Aarhus,Team lead,BU05,credibility,3.875
SYNTHETIC DATA,R00369,HR,3-5 years,Hamburg,Team lead,BU01,credibility,2.5
SYNTHETIC DATA,R00370,Service,1-3 years,Pune,Team lead,BU09,credibility,3.0
SYNTHETIC DATA,R00371,HR,3-5 years,Chennai,Senior manager,BU09,credibility,2.75
SYNTHETIC DATA,R00372,Operations,1-3 years,Hamburg,Manager,BU18,credibility,1.8571428571428572
SYNTHETIC DATA,R00373,Engineering,5-10 years,Pune,Senior manager,BU02,credibility,2.75
SYNTHETIC DATA,R00374,Operations,3-5 years,Rostock,Team lead,BU20,credibility,2.875
SYNTHETIC DATA,R00375,Operations,5-10 years,Hamburg,Individual contributor,BU08,credibility,3.375
SYNTHETIC DATA,R00376,Operations,1-3 years,Hamburg,Individual contributor,BU09,credibility,3.625
SYNTHETIC DATA,R00377,Engineering,5-10 years,Aarhus,Individual contributor,BU08,credibility,4.285714285714286
SYNTHETIC DATA,R00378,Service,10+ years,Pune,Individual contributor,BU16,credibility,4.125
SYNTHETIC DATA,R00379,HR,1-3 years,Chennai,Individual contributor,BU08,credibility,4.125
SYNTHETIC DATA,R00380,Supply Chain,3-5 years,Hamburg,Individual contributor,BU22,credibility,3.625
SYNTHETIC DATA,R00381,Engineering,3-5 years,Hamburg,Individual contributor,BU19,credibility,3.875
SYNTHETIC DATA,R00382,Engineering,3-5 years,Hamburg,Manager,BU09,credibility,3.125
SYNTHETIC DATA,R00383,Supply Chain,<1 year,Chennai,Individual contributor,BU01,credibility,4.25
SYNTHETIC DATA,R00384,Operations,5-10 years,Pune,Senior manager,BU10,credibility,3.0
SYNTHETIC DATA,R00385,Service,1-3 years,Aarhus,Team lead,BU15,credibility,3.625
SYNTHETIC DATA,R00386,Sales,10+ years,Chennai,Individual contributor,BU05,credibility,4.25
SYNTHETIC DATA,R00387,Operations,1-3 years,Chennai,Senior manager,BU07,credibility,2.2857142857142856
SYNTHETIC DATA,R00388,Sales,10+ years,Pune,Individual contributor,BU17,credibility,3.75
SYNTHETIC DATA,R00389,Operations,3-5 years,Hamburg,Team lead,BU08,credibility,3.75
SYNTHETIC DATA,R00390,Service,<1 year,Hamburg,Manager,BU09,credibility,4.625
SYNTHETIC DATA,R00391,Sales,5-10 years,Remote,Individual contributor,BU19,credibility,3.25
SYNTHETIC DATA,R00392,Supply Chain,3-5 years,Hamburg,Individual contributor,BU15,credibility,4.25
SYNTHETIC DATA,R00393,Engineering,5-10 years,Hamburg,Individual contributor,BU19,credibility,4.142857142857143
SYNTHETIC DATA,R00394,Finance,1-3 years,Remote,Individual contributor,BU21,credibility,3.125
SYNTHETIC DATA,R00395,Sales,10+ years,Hamburg,Manager,BU23,credibility,4.25
SYNTHETIC DATA,R00396,Supply Chain,1-3 years,Pune,Individual contributor,BU05,credibility,3.375
SYNTHETIC DATA,R00397,Supply Chain,3-5 years,Pune,Individual contributor,BU09,credibility,2.625
SYNTHETIC DATA,R00398,Operations,3-5 years,Rostock,Senior manager,BU11,credibility,3.125
SYNTHETIC DATA,R00399,Service,5-10 years,Remote,Individual contributor,BU15,credibility,4.625
SYNTHETIC DATA,R00400,HR,<1 year,Rostock,Individual contributor,BU03,credibility,3.75
SYNTHETIC DATA,R00401,Sales,5-10 years,Rostock,Individual contributor,BU10,credibility,3.625
SYNTHETIC DATA,R00402,Engineering,1-3 years,Pune,Individual contributor,BU10,credibility,3.5
SYNTHETIC DATA,R00403,Supply Chain,<1 year,Aarhus,Individual contributor,BU11,credibility,3.857142857142857
SYNTHETIC DATA,R00404,HR,10+ years,Remote,Team lead,BU19,credibility,3.75
SYNTHETIC DATA,R00405,Supply Chain,1-3 years,Hamburg,Manager,BU20,credibility,1.75
SYNTHETIC DATA,R00406,Operations,1-3 years,Pune,Individual contributor,BU09,credibility,3.375
SYNTHETIC DATA,R00407,Operations,5-10 years,Pune,Individual contributor,BU20,credibility,2.25
SYNTHETIC DATA,R00408,Sales,1-3 years,Pune,Team lead,BU13,credibility,2.125
SYNTHETIC DATA,R00409,Operations,5-10 years,Pune,Individual contributor,BU09,credibility,3.5
SYNTHETIC DATA,R00410,Operations,3-5 years,Remote,Manager,BU12,credibility,3.375
SYNTHETIC DATA,R00411,Finance,<1 year,Rostock,Individual contributor,BU11,credibility,3.0
SYNTHETIC DATA,R00412,Supply Chain,1-3 years,Hamburg,Senior manager,BU05,credibility,3.125
SYNTHETIC DATA,R00413,Sales,5-10 years,Hamburg,Team lead,BU04,credibility,4.25
SYNTHETIC DATA,R00414,Engineering,1-3 years,Chennai,Team lead,BU17,credibility,3.5
SYNTHETIC DATA,R00415,Sales,10+ years,Hamburg,Team lead,BU05,credibility,4.375
SYNTHETIC DATA,R00416,Sales,<1 year,Chennai,Team lead,BU20,credibility,3.625
SYNTHETIC DATA,R00417,Engineering,5-10 years,Hamburg,Individual contributor,BU15,credibility,3.75
SYNTHETIC DATA,R00418,Engineering,<1 year,Remote,Individual contributor,BU21,credibility,3.625
SYNTHETIC DATA,R00419,Service,5-10 years,Rostock,Individual contributor,BU10,credibility,3.125
SYNTHETIC DATA,R00420,Supply Chain,5-10 years,Hamburg,Individual contributor,BU10,credibility,4.625
SYNTHETIC DATA,R00421,Sales,1-3 years,Pune,Individual contributor,BU04,credibility,3.4285714285714284
SYNTHETIC DATA,R00422,Finance,1-3 years,Pune,Manager,BU14,credibility,4.75
SYNTHETIC DATA,R00423,Finance,3-5 years,Chennai,Individual contributor,BU12,credibility,3.875
SYNTHETIC DATA,R00424,Sales,10+ years,Rostock,Manager,BU21,credibility,4.125
SYNTHETIC DATA,R00425,Service,3-5 years,Pune,Team lead,BU24,credibility,4.375
SYNTHETIC DATA,R00426,Sales,5-10 years,Aarhus,Individual contributor,BU22,credibility,4.125
SYNTHETIC DATA,R00427,Engineering,3-5 years,Pune,Individual contributor,BU04,credibility,4.428571428571429
SYNTHETIC DATA,R00428,Operations,1-3 years,Remote,Manager,BU06,credibility,3.375
SYNTHETIC DATA,R00429,Sales,5-10 years,Hamburg,Individual contributor,BU20,credibility,4.375
SYNTHETIC DATA,R00430,Supply Chain,3-5 years,Hamburg,Individual contributor,BU10,credibility,3.875
SYNTHETIC DATA,R00431,Operations,5-10 years,Chennai,Senior manager,BU19,credibility,4.25
SYNTHETIC DATA,R00432,Sales,5-10 years,Aarhus,Individual contributor,BU04,credibility,3.75
SYNTHETIC DATA,R00433,Engineering,1-3 years,Chennai,Individual contributor,BU13,credibility,4.625
SYNTHETIC DATA,R00434,Engineering,3-5 years,Pune,Team lead,BU18,credibility,4.625
SYNTHETIC DATA,R00435,Finance,3-5 years,Remote,Team lead,BU21,credibility,4.125
SYNTHETIC DATA,R00436,Sales,<1 year,Pune,Individual contributor,BU15,credibility,4.375
SYNTHETIC DATA,R00437,Service,<1 year,Remote,Team lead,BU09,credibility,4.5
SYNTHETIC DATA,R00438,Supply Chain,10+ years,Chennai,Individual contributor,BU14,credibility,3.0
SYNTHETIC DATA,R00439,Operations,1-3 years,Aarhus,Manager,BU05,credibility,2.625
SYNTHETIC DATA,R00440,Sales,1-3 years,Hamburg,Individual contributor,BU20,credibility,3.25
SYNTHETIC DATA,R00441,Operations,<1 year,Pune,Team lead,BU07,credibility,4.375
SYNTHETIC DATA,R00442,Operations,10+ years,Remote,Manager,BU14,credibility,3.25
SYNTHETIC DATA,R00443,Engineering,5-10 years,Hamburg,Team lead,BU20,credibility,4.166666666666667
SYNTHETIC DATA,R00444,Service,5-10 years,Hamburg,Individual contributor,BU01,credibility,4.571428571428571
SYNTHETIC DATA,R00445,Engineering,10+ years,Pune,Individual contributor,BU01,credibility,4.25
SYNTHETIC DATA,R00446,Finance,10+ years,Pune,Individual contributor,BU20,credibility,3.0
SYNTHETIC DATA,R00447,Engineering,1-3 years,Hamburg,Individual contributor,BU03,credibility,4.0
SYNTHETIC DATA,R00448,Supply Chain,10+ years,Aarhus,Senior manager,BU03,credibility,4.125
SYNTHETIC DATA,R00449,Engineering,5-10 years,Pune,Individual contributor,BU23,credibility,4.125
SYNTHETIC DATA,R00451,Operations,1-3 years,Aarhus,Team lead,BU08,credibility,4.375
SYNTHETIC DATA,R00452,Engineering,<1 year,Pune,Individual contributor,BU15,credibility,2.625
SYNTHETIC DATA,R00453,Sales,<1 year,Remote,Senior manager,BU13,credibility,4.142857142857143
SYNTHETIC DATA,R00454,Operations,1-3 years,Hamburg,Individual contributor,BU15,credibility,3.125
SYNTHETIC DATA,R00456,Engineering,1-3 years,Aarhus,Individual contributor,BU08,credibility,5.0
SYNTHETIC DATA,R00457,Engineering,10+ years,Pune,Senior manager,BU13,credibility,2.875
SYNTHETIC DATA,R00458,Supply Chain,5-10 years,Hamburg,Team lead,BU04,credibility,4.428571428571429
SYNTHETIC DATA,R00459,Service,10+ years,Hamburg,Individual contributor,BU03,credibility,2.75
SYNTHETIC DATA,R00460,Engineering,<1 year,Pune,Individual contributor,BU09,credibility,5.0
SYNTHETIC DATA,R00461,HR,3-5 years,Rostock,Team lead,BU23,credibility,2.142857142857143
SYNTHETIC DATA,R00462,Operations,<1 year,Rostock,Individual contributor,BU04,credibility,4.375
SYNTHETIC DATA,R00463,Operations,10+ years,Aarhus,Team lead,BU17,credibility,4.0
SYNTHETIC DATA,R00464,Engineering,3-5 years,Remote,Individual contributor,BU04,credibility,4.125
SYNTHETIC DATA,R00465,Engineering,<1 year,Rostock,Individual contributor,BU13,credibility,3.5
SYNTHETIC DATA,R00466,Engineering,1-3 years,Pune,Individual contributor,BU10,credibility,3.0
SYNTHETIC DATA,R00467,Sales,3-5 years,Aarhus,Senior manager,BU03,credibility,1.5714285714285714
SYNTHETIC DATA,R00468,Operations,10+ years,Pune,Manager,BU04,credibility,3.875
SYNTHETIC DATA,R00469,Sales,10+ years,Aarhus,Individual contributor,BU06,credibility,2.375
SYNTHETIC DATA,R00470,HR,3-5 years,Remote,Manager,BU12,credibility,4.5
SYNTHETIC DATA,R00471,Operations,1-3 years,Chennai,Senior manager,BU01,credibility,3.25
SYNTHETIC DATA,R00472,Engineering,<1 year,Remote,Team lead,BU20,credibility,3.75
SYNTHETIC DATA,R00473,Engineering,5-10 years,Hamburg,Individual contributor,BU20,credibility,4.25
SYNTHETIC DATA,R00474,Supply Chain,5-10 years,Pune,Individual contributor,BU20,credibility,4.0
SYNTHETIC DATA,R00475,Supply Chain,10+ years,Pune,Individual contributor,BU14,credibility,2.875
SYNTHETIC DATA,R00476,Sales,5-10 years,Rostock,Manager,BU23,credibility,3.25
SYNTHETIC DATA,R00477,Sales,<1 year,Rostock,Individual contributor,BU04,credibility,2.0
SYNTHETIC DATA,R00478,Engineering,10+ years,Rostock,Manager,BU24,credibility,3.875
SYNTHETIC DATA,R00479,Sales,10+ years,Aarhus,Team lead,BU15,credibility,3.75
SYNTHETIC DATA,R00480,Finance,5-10 years,Pune,Manager,BU08,credibility,4.142857142857143
SYNTHETIC DATA,R00481,Operations,5-10 years,Aarhus,Individual contributor,BU10,credibility,4.625
SYNTHETIC DATA,R00482,Service,10+ years,Pune,Manager,BU20,credibility,2.125
SYNTHETIC DATA,R00483,Engineering,10+ years,Rostock,Individual contributor,BU08,credibility,3.75
SYNTHETIC DATA,R00484,Operations,1-3 years,Remote,Individual contributor,BU03,credibility,4.285714285714286
SYNTHETIC DATA,R00485,Engineering,3-5 years,Aarhus,Individual contributor,BU06,credibility,3.5
SYNTHETIC DATA,R00486,Service,5-10 years,Chennai,Manager,BU23,credibility,3.875
SYNTHETIC DATA,R00487,Finance,10+ years,Chennai,Individual contributor,BU03,credibility,3.5714285714285716
SYNTHETIC DATA,R00488,Operations,1-3 years,Chennai,Team lead,BU19,credibility,3.875
SYNTHETIC DATA,R00489,Operations,10+ years,Chennai,Manager,BU08,credibility,3.375
SYNTHETIC DATA,R00490,Operations,3-5 years,Pune,Team lead,BU10,credibility,3.25
SYNTHETIC DATA,R00491,Service,<1 year,Hamburg,Individual contributor,BU14,credibility,4.125
SYNTHETIC DATA,R00492,Operations,1-3 years,Aarhus,Individual contributor,BU13,credibility,4.125
SYNTHETIC DATA,R00493,Sales,10+ years,Aarhus,Team lead,BU12,credibility,4.625
SYNTHETIC DATA,R00494,Operations,5-10 years,Aarhus,Individual contributor,BU19,credibility,3.0
SYNTHETIC DATA,R00495,Supply Chain,1-3 years,Remote,Individual contributor,BU01,credibility,3.5
SYNTHETIC DATA,R00496,Operations,10+ years,Rostock,Manager,BU10,credibility,4.75
SYNTHETIC DATA,R00497,Engineering,3-5 years,Pune,Individual contributor,BU02,credibility,2.75
SYNTHETIC DATA,R00498,Sales,10+ years,Hamburg,Individual contributor,BU19,credibility,3.75
SYNTHETIC DATA,R00499,Supply Chain,5-10 years,Chennai,Individual contributor,BU09,credibility,4.0
SYNTHETIC DATA,R00500,Finance,10+ years,Hamburg,Individual contributor,BU08,credibility,2.875
SYNTHETIC DATA,R00501,Service,10+ years,Rostock,Individual contributor,BU21,credibility,3.375
SYNTHETIC DATA,R00502,Supply Chain,5-10 years,Remote,Manager,BU09,credibility,3.375
SYNTHETIC DATA,R00503,HR,10+ years,Pune,Individual contributor,BU07,credibility,2.5
SYNTHETIC DATA,R00504,Engineering,3-5 years,Remote,Individual contributor,BU07,credibility,3.25
SYNTHETIC DATA,R00505,Finance,3-5 years,Chennai,Individual contributor,BU23,credibility,2.875
SYNTHETIC DATA,R00506,Service,5-10 years,Hamburg,Individual contributor,BU13,credibility,3.125
SYNTHETIC DATA,R00507,Supply Chain,10+ years,Hamburg,Individual contributor,BU09,credibility,4.0
SYNTHETIC DATA,R00508,Service,3-5 years,Hamburg,Manager,BU20,credibility,2.75
SYNTHETIC DATA,R00509,Engineering,5-10 years,Rostock,Individual contributor,BU04,credibility,3.125
SYNTHETIC DATA,R00510,Service,5-10 years,Chennai,Individual contributor,BU21,credibility,2.875
SYNTHETIC DATA,R00511,Sales,1-3 years,Hamburg,Individual contributor,BU17,credibility,4.5
SYNTHETIC DATA,R00512,Operations,1-3 years,Chennai,Individual contributor,BU08,credibility,3.5
SYNTHETIC DATA,R00513,Operations,1-3 years,Chennai,Individual contributor,BU22,credibility,4.25
SYNTHETIC DATA,R00514,Supply Chain,5-10 years,Hamburg,Individual contributor,BU06,credibility,4.375
SYNTHETIC DATA,R00515,Service,5-10 years,Pune,Individual contributor,BU06,credibility,4.5
