respondent_id,business_unit,department,tenure_band,location,role_level,cred_01,cred_02,cred_03,cred_04,cred_05,cred_06,cred_07,cred_08,resp_01,resp_02,resp_03,resp_04,resp_05,resp_06,resp_07,resp_08,fair_01,fair_02,fair_03,fair_04,fair_05,fair_06,fair_07,fair_08,prid_01,prid_02,prid_03,prid_04,prid_05,prid_06,prid_07,prid_08,camr_01,camr_02,camr_03,camr_04,camr_05,camr_06,camr_07,camr_08,lead_01,lead_02,lead_03,lead_04,lead_05,lead_06,lead_07,lead_08,devl_01,devl_02,devl_03,devl_04,devl_05,devl_06,devl_07,devl_08,well_01,well_02,well_03,well_04,well_05,well_06,well_07,well_08,sat_01,sat_02,sat_03,sat_04
R00045,BU07,Sales,<1 year,Aarhus,Individual contributor,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,5.0,3.0,2.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,,5.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,2.0,,
R00046,BU09,Supply Chain,5-10 years,Aarhus,Team lead,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0
R00047,BU10,Operations,10+ years,Rostock,Team lead,4.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,,4.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,4.0,3.0,5.0,,5.0,5.0
R00048,BU08,Service,5-10 years,Remote,Individual contributor,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0
R00049,BU24,Operations,3-5 years,Rostock,Individual contributor,5.0,,4.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,5.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0
R00050,BU15,Supply Chain,5-10 years,Chennai,Team lead,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,,5.0,5.0,4.0
R00051,BU20,Operations,5-10 years,Hamburg,Team lead,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,,2.0,3.0,3.0,,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,,2.0,3.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0
R00052,BU07,Operations,<1 year,Chennai,Individual contributor,2.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,
R00053,BU04,Operations,3-5 years,Pune,Manager,4.0,3.0,3.0,2.0,3.0,5.0,,3.0,5.0,3.0,4.0,3.0,4.0,1.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,1.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0
R00054,BU17,Engineering,3-5 years,Aarhus,Team lead,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,,4.0,4.0,4.0,,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0
R00055,BU12,Sales,<1 year,Remote,Individual contributor,5.0,3.0,5.0,1.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,1.0,5.0,3.0,3.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,,2.0,5.0,,4.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
R00056,BU20,Sales,1-3 years,Aarhus,Individual contributor,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,,4.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0
R00057,BU06,HR,5-10 years,Aarhus,Individual contributor,2.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0
R00058,BU09,Service,1-3 years,Chennai,Team lead,4.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,,4.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0
R00059,BU14,Finance,3-5 years,Rostock,Individual contributor,3.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,4.0,,2.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,,3.0,2.0,2.0,,3.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,5.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0
R00060,BU14,Sales,<1 year,Chennai,Individual contributor,2.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0
R00061,BU06,Service,<1 year,Hamburg,Individual contributor,2.0,1.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,5.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,5.0,2.0,3.0,1.0,2.0,4.0,1.0,5.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,5.0,2.0,4.0,1.0,4.0,3.0,5.0,5.0
R00062,BU03,Finance,<1 year,Hamburg,Individual contributor,5.0,4.0,4.0,,4.0,4.0,5.0,5.0,3.0,5.0,5.0,,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,5.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0
R00063,BU18,Service,5-10 years,Pune,Individual contributor,4.0,5.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,,4.0,4.0,2.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0
R00064,BU03,Sales,3-5 years,Hamburg,Individual contributor,3.0,2.0,2.0,5.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,1.0,,5.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,,4.0,4.0,3.0,,3.0,1.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,5.0,,3.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0
R00065,BU01,Operations,<1 year,Aarhus,Individual contributor,5.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,,5.0,4.0,5.0
R00066,BU20,Engineering,3-5 years,Hamburg,Individual contributor,4.0,4.0,5.0,4.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,5.0,,5.0,4.0,4.0,5.0
R00067,BU23,Service,10+ years,Remote,Manager,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,,4.0,4.0,5.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0
R00068,BU19,Engineering,10+ years,Remote,Manager,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,4.0,5.0,,,5.0,5.0,5.0,4.0,5.0,5.0
R00069,BU10,Service,3-5 years,Pune,Team lead,1.0,2.0,1.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,5.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,,3.0,4.0,4.0,,5.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,,4.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,,,5.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0
R00070,BU04,Supply Chain,10+ years,Pune,Individual contributor,5.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,,5.0,4.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0
R00071,BU15,HR,5-10 years,Hamburg,Individual contributor,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
R00072,BU02,HR,<1 year,Rostock,Individual contributor,4.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,,3.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,,,2.0,4.0,3.0,2.0
R00073,BU07,Engineering,5-10 years,Pune,Senior manager,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0
R00074,BU06,Engineering,1-3 years,Rostock,Manager,3.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,,2.0,3.0,4.0,,2.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0,2.0,3.0,,3.0,1.0
R00075,BU11,Engineering,3-5 years,Pune,Individual contributor,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,1.0,1.0,3.0
R00076,BU10,Service,5-10 years,Aarhus,Individual contributor,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,,4.0,3.0,5.0,5.0,,5.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0
R00077,BU03,Operations,3-5 years,Chennai,Individual contributor,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0
R00078,BU15,Operations,3-5 years,Rostock,Individual contributor,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,,5.0,5.0,5.0,4.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,,5.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0
R00079,BU08,Supply Chain,3-5 years,Remote,Team lead,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,5.0,4.0,2.0,4.0,,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0
R00080,BU20,Supply Chain,5-10 years,Aarhus,Individual contributor,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,3.0,2.0,6.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,,5.0,4.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0
R00081,BU19,Operations,3-5 years,Chennai,Team lead,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0
R00082,BU20,Engineering,5-10 years,Remote,Manager,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,2.0,4.0,3.0,4.0,,2.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
R00083,BU09,Sales,3-5 years,Remote,Team lead,5.0,4.0,4.0,1.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
R00084,BU04,Supply Chain,3-5 years,Hamburg,Individual contributor,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,,3.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,,4.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0
R00085,BU23,Service,5-10 years,Remote,Individual contributor,4.0,3.0,4.0,3.0,3.0,,4.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0
R00086,BU07,Supply Chain,3-5 years,Chennai,Individual contributor,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
R00087,BU06,HR,5-10 years,Chennai,Senior manager,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,,3.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0
R00088,BU20,Engineering,10+ years,Hamburg,Manager,4.0,4.0,4.0,5.0,4.0,4.0,,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,,2.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0
R00089,BU04,Engineering,10+ years,Aarhus,Individual contributor,4.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,,4.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,1.0,4.0,3.0,3.0,5.0,3.0,1.0,2.0,3.0,3.0
R00090,BU17,HR,10+ years,Remote,Team lead,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,4.0,4.0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0
